"radios","LINK","comuna","fraccion","radio","CO_FRAC_RA","Hasta   0.50 personas por cuarto","0.51  -  0.99  personas por cuarto","1.00  -  1.49  personas por cuarto","1.50  -  1.99  personas por cuarto","2.00  -  3.00  personas por cuarto","Más de  3.00 personas por cuarto"
"AREA#020122210","020122210",12,22,10,"12_22_10",34,27,30,4,4,0
"AREA#020122211","020122211",12,22,11,"12_22_11",36,26,31,4,2,0
"AREA#020130101","020130101",13,1,1,"13_1_1",37,29,28,5,1,0
"AREA#020130102","020130102",13,1,2,"13_1_2",41,23,30,3,3,0
"AREA#020130103","020130103",13,1,3,"13_1_3",36,29,31,1,2,0
"AREA#020130104","020130104",13,1,4,"13_1_4",38,23,29,5,5,1
"AREA#020130105","020130105",13,1,5,"13_1_5",42,19,32,5,2,0
"AREA#020130106","020130106",13,1,6,"13_1_6",38,24,31,3,4,0
"AREA#020130107","020130107",13,1,7,"13_1_7",43,26,26,2,3,0
"AREA#020130108","020130108",13,1,8,"13_1_8",38,23,33,3,2,0
"AREA#020130109","020130109",13,1,9,"13_1_9",47,21,27,3,2,0
"AREA#020130110","020130110",13,1,10,"13_1_10",43,29,24,2,3,0
"AREA#020130111","020130111",13,1,11,"13_1_11",37,23,30,4,5,0
"AREA#020130112","020130112",13,1,12,"13_1_12",41,20,34,2,3,0
"AREA#020130113","020130113",13,1,13,"13_1_13",40,25,31,2,2,0
"AREA#020130114","020130114",13,1,14,"13_1_14",45,12,35,5,4,0
"AREA#020130201","020130201",13,2,1,"13_2_1",38,15,34,6,7,0
"AREA#020130202","020130202",13,2,2,"13_2_2",38,21,32,4,5,0
"AREA#020130203","020130203",13,2,3,"13_2_3",40,24,30,3,2,0
"AREA#020130204","020130204",13,2,4,"13_2_4",31,23,37,4,5,0
"AREA#020130205","020130205",13,2,5,"13_2_5",37,25,32,3,2,1
"AREA#020130206","020130206",13,2,6,"13_2_6",43,18,31,4,4,0
"AREA#020130207","020130207",13,2,7,"13_2_7",37,26,30,5,2,0
"AREA#020130208","020130208",13,2,8,"13_2_8",40,19,35,2,3,0
"AREA#020130209","020130209",13,2,9,"13_2_9",31,29,34,4,3,0
"AREA#020130210","020130210",13,2,10,"13_2_10",38,23,31,3,4,0
"AREA#020130211","020130211",13,2,11,"13_2_11",35,24,34,3,3,0
"AREA#020130301","020130301",13,3,1,"13_3_1",37,23,32,5,4,0
"AREA#020130302","020130302",13,3,2,"13_3_2",33,22,34,7,5,0
"AREA#020130303","020130303",13,3,3,"13_3_3",38,12,36,8,6,0
"AREA#020130304","020130304",13,3,4,"13_3_4",33,25,34,4,3,0
"AREA#020130305","020130305",13,3,5,"13_3_5",36,28,34,2,2,0
"AREA#020130306","020130306",13,3,6,"13_3_6",40,29,25,4,2,0
"AREA#020130307","020130307",13,3,7,"13_3_7",33,22,32,6,4,1
"AREA#020130308","020130308",13,3,8,"13_3_8",32,23,35,4,5,1
"AREA#020130309","020130309",13,3,9,"13_3_9",35,23,30,3,7,2
"AREA#020130310","020130310",13,3,10,"13_3_10",38,17,37,4,3,0
"AREA#020130401","020130401",13,4,1,"13_4_1",36,14,35,7,7,0
"AREA#020130402","020130402",13,4,2,"13_4_2",35,13,39,5,6,1
"AREA#020130403","020130403",13,4,3,"13_4_3",33,19,42,2,3,0
"AREA#020130404","020130404",13,4,4,"13_4_4",39,22,31,3,5,0
"AREA#020130405","020130405",13,4,5,"13_4_5",42,21,30,2,5,0
"AREA#020130406","020130406",13,4,6,"13_4_6",42,20,30,5,2,0
"AREA#020130407","020130407",13,4,7,"13_4_7",40,19,34,2,4,0
"AREA#020130408","020130408",13,4,8,"13_4_8",35,20,36,5,4,0
"AREA#020130409","020130409",13,4,9,"13_4_9",37,16,36,4,8,0
"AREA#020130410","020130410",13,4,10,"13_4_10",46,16,32,3,4,0
"AREA#020130411","020130411",13,4,11,"13_4_11",34,19,34,4,6,2
"AREA#020130412","020130412",13,4,12,"13_4_12",33,21,37,5,4,1
"AREA#020130413","020130413",13,4,13,"13_4_13",46,19,26,4,5,0
"AREA#020130414","020130414",13,4,14,"13_4_14",34,20,37,3,6,0
"AREA#020130501","020130501",13,5,1,"13_5_1",35,20,32,4,8,0
"AREA#020130502","020130502",13,5,2,"13_5_2",35,24,33,4,3,0
"AREA#020130503","020130503",13,5,3,"13_5_3",38,19,32,4,6,1
"AREA#020130504","020130504",13,5,4,"13_5_4",34,18,35,4,9,0
"AREA#020130505","020130505",13,5,5,"13_5_5",31,30,30,3,4,1
"AREA#020130506","020130506",13,5,6,"13_5_6",38,19,32,6,4,1
"AREA#020130507","020130507",13,5,7,"13_5_7",35,22,30,6,6,1
"AREA#020130508","020130508",13,5,8,"13_5_8",35,18,39,3,4,0
"AREA#020130601","020130601",13,6,1,"13_6_1",36,30,29,3,1,0
"AREA#020130602","020130602",13,6,2,"13_6_2",32,27,34,4,4,0
"AREA#020130603","020130603",13,6,3,"13_6_3",36,24,30,3,6,1
"AREA#020130604","020130604",13,6,4,"13_6_4",33,19,35,4,7,2
"AREA#020130605","020130605",13,6,5,"13_6_5",32,16,39,6,7,0
"AREA#020130606","020130606",13,6,6,"13_6_6",46,18,28,5,3,0
"AREA#020130607","020130607",13,6,7,"13_6_7",34,19,32,2,10,3
"AREA#020130608","020130608",13,6,8,"13_6_8",32,26,28,3,9,1
"AREA#020130701","020130701",13,7,1,"13_7_1",29,27,32,6,6,0
"AREA#020130702","020130702",13,7,2,"13_7_2",37,23,31,5,4,0
"AREA#020130703","020130703",13,7,3,"13_7_3",35,21,35,5,3,0
"AREA#020130704","020130704",13,7,4,"13_7_4",40,21,30,4,4,0
"AREA#020130705","020130705",13,7,5,"13_7_5",37,21,33,5,4,0
"AREA#020130706","020130706",13,7,6,"13_7_6",40,24,28,3,4,0
"AREA#020130707","020130707",13,7,7,"13_7_7",34,25,34,3,4,0
"AREA#020130708","020130708",13,7,8,"13_7_8",41,22,28,4,4,0
"AREA#020130709","020130709",13,7,9,"13_7_9",35,21,34,6,4,0
"AREA#020130801","020130801",13,8,1,"13_8_1",39,19,33,3,4,1
"AREA#020130802","020130802",13,8,2,"13_8_2",31,14,43,2,10,0
"AREA#020130803","020130803",13,8,3,"13_8_3",38,22,29,5,6,0
"AREA#020130804","020130804",13,8,4,"13_8_4",34,18,35,7,5,1
"AREA#020130805","020130805",13,8,5,"13_8_5",38,17,36,3,6,0
"AREA#020130806","020130806",13,8,6,"13_8_6",39,26,27,5,3,0
"AREA#020130807","020130807",13,8,7,"13_8_7",40,23,27,4,4,1
"AREA#020130808","020130808",13,8,8,"13_8_8",31,24,33,5,5,1
"AREA#020130809","020130809",13,8,9,"13_8_9",39,22,29,4,5,0
"AREA#020130810","020130810",13,8,10,"13_8_10",35,25,32,3,4,0
"AREA#020130901","020130901",13,9,1,"13_9_1",34,21,34,3,7,1
"AREA#020130902","020130902",13,9,2,"13_9_2",38,17,34,5,6,0
"AREA#020130903","020130903",13,9,3,"13_9_3",38,26,30,2,3,0
"AREA#020130904","020130904",13,9,4,"13_9_4",46,15,31,4,4,0
"AREA#020130905","020130905",13,9,5,"13_9_5",40,26,28,3,3,0
"AREA#020130906","020130906",13,9,6,"13_9_6",39,21,33,3,4,0
"AREA#020130907","020130907",13,9,7,"13_9_7",43,25,23,5,3,0
"AREA#020130908","020130908",13,9,8,"13_9_8",40,24,29,3,4,0
"AREA#020130909","020130909",13,9,9,"13_9_9",48,26,21,3,2,0
"AREA#020130910","020130910",13,9,10,"13_9_10",36,25,30,5,4,0
"AREA#020131001","020131001",13,10,1,"13_10_1",29,18,43,2,7,0
"AREA#020131002","020131002",13,10,2,"13_10_2",34,22,35,5,4,0
"AREA#020131003","020131003",13,10,3,"13_10_3",31,18,39,6,5,0
"AREA#020131004","020131004",13,10,4,"13_10_4",35,25,34,4,2,0
"AREA#020131005","020131005",13,10,5,"13_10_5",30,21,35,4,10,1
"AREA#020131006","020131006",13,10,6,"13_10_6",35,22,34,4,5,0
"AREA#020131007","020131007",13,10,7,"13_10_7",41,22,28,4,6,1
"AREA#020131008","020131008",13,10,8,"13_10_8",55,18,21,3,2,0
"AREA#020131009","020131009",13,10,9,"13_10_9",40,18,34,2,5,0
"AREA#020131010","020131010",13,10,10,"13_10_10",37,14,31,5,11,2
"AREA#020131011","020131011",13,10,11,"13_10_11",32,10,41,2,13,2
"AREA#020131101","020131101",13,11,1,"13_11_1",42,36,18,3,1,0
"AREA#020131102","020131102",13,11,2,"13_11_2",39,42,17,2,0,0
"AREA#020131103","020131103",13,11,3,"13_11_3",39,36,20,4,0,0
"AREA#020131104","020131104",13,11,4,"13_11_4",38,25,31,4,3,0
"AREA#020131105","020131105",13,11,5,"13_11_5",41,31,23,3,2,0
"AREA#020131106","020131106",13,11,6,"13_11_6",41,27,24,4,3,0
"AREA#020131107","020131107",13,11,7,"13_11_7",31,29,27,2,10,1
"AREA#020131201","020131201",13,12,1,"13_12_1",41,26,26,3,3,0
"AREA#020131202","020131202",13,12,2,"13_12_2",38,28,29,1,3,0
"AREA#020131203","020131203",13,12,3,"13_12_3",30,21,41,3,5,0
"AREA#020131204","020131204",13,12,4,"13_12_4",45,28,24,1,1,0
"AREA#020131205","020131205",13,12,5,"13_12_5",39,35,25,1,0,0
"AREA#020131206","020131206",13,12,6,"13_12_6",36,20,36,3,4,1
"AREA#020131207","020131207",13,12,7,"13_12_7",35,19,36,5,4,1
"AREA#020131208","020131208",13,12,8,"13_12_8",44,24,27,2,2,0
"AREA#020131209","020131209",13,12,9,"13_12_9",38,21,34,4,3,0
"AREA#020131210","020131210",13,12,10,"13_12_10",34,35,28,2,2,0
"AREA#020131301","020131301",13,13,1,"13_13_1",53,29,14,2,3,0
"AREA#020131302","020131302",13,13,2,"13_13_2",42,12,33,7,5,1
"AREA#020131303","020131303",13,13,3,"13_13_3",34,18,35,6,7,1
"AREA#020131304","020131304",13,13,4,"13_13_4",41,21,30,4,4,0
"AREA#020131305","020131305",13,13,5,"13_13_5",42,18,32,5,3,0
"AREA#020131306","020131306",13,13,6,"13_13_6",39,26,30,2,3,1
"AREA#020131307","020131307",13,13,7,"13_13_7",45,17,30,6,2,0
"AREA#020131308","020131308",13,13,8,"13_13_8",48,30,18,2,2,0
"AREA#020131309","020131309",13,13,9,"13_13_9",58,26,12,1,1,0
"AREA#020131310","020131310",13,13,10,"13_13_10",53,25,18,3,2,0
"AREA#020131311","020131311",13,13,11,"13_13_11",41,39,16,2,2,0
"AREA#020131312","020131312",13,13,12,"13_13_12",51,28,19,2,1,0
"AREA#020131313","020131313",13,13,13,"13_13_13",45,23,27,3,1,0
"AREA#020131314","020131314",13,13,14,"13_13_14",45,18,28,3,5,1
"AREA#020131401","020131401",13,14,1,"13_14_1",46,26,22,2,3,1
"AREA#020131402","020131402",13,14,2,"13_14_2",51,25,19,3,2,0
"AREA#020131403","020131403",13,14,3,"13_14_3",51,19,24,3,3,0
"AREA#020131404","020131404",13,14,4,"13_14_4",49,23,22,2,3,0
"AREA#020131405","020131405",13,14,5,"13_14_5",45,25,21,4,4,0
"AREA#020131406","020131406",13,14,6,"13_14_6",53,26,16,3,2,0
"AREA#020131407","020131407",13,14,7,"13_14_7",47,26,22,1,3,1
"AREA#020131408","020131408",13,14,8,"13_14_8",48,22,24,3,2,0
"AREA#020131409","020131409",13,14,9,"13_14_9",50,29,18,1,2,0
"AREA#020131410","020131410",13,14,10,"13_14_10",47,26,23,2,2,0
"AREA#020131411","020131411",13,14,11,"13_14_11",43,32,21,2,1,1
"AREA#020131501","020131501",13,15,1,"13_15_1",42,19,28,7,4,1
"AREA#020131502","020131502",13,15,2,"13_15_2",49,23,24,2,2,0
"AREA#020131503","020131503",13,15,3,"13_15_3",44,22,28,3,2,1
"AREA#020131504","020131504",13,15,4,"13_15_4",40,19,33,3,6,0
"AREA#020131505","020131505",13,15,5,"13_15_5",41,17,30,5,7,1
"AREA#020131506","020131506",13,15,6,"13_15_6",49,22,24,2,1,0
"AREA#020131507","020131507",13,15,7,"13_15_7",42,24,29,3,2,0
"AREA#020131508","020131508",13,15,8,"13_15_8",48,16,29,3,3,0
"AREA#020131509","020131509",13,15,9,"13_15_9",40,22,30,3,5,0
"AREA#020131510","020131510",13,15,10,"13_15_10",49,13,28,5,5,1
"AREA#020131511","020131511",13,15,11,"13_15_11",35,15,36,3,10,2
"AREA#020131512","020131512",13,15,12,"13_15_12",38,18,35,6,4,0
"AREA#020131601","020131601",13,16,1,"13_16_1",35,23,32,3,6,1
"AREA#020131602","020131602",13,16,2,"13_16_2",43,20,29,5,4,0
"AREA#020131603","020131603",13,16,3,"13_16_3",36,13,37,4,9,1
"AREA#020131604","020131604",13,16,4,"13_16_4",38,16,36,3,6,0
"AREA#020131605","020131605",13,16,5,"13_16_5",38,14,34,6,7,1
"AREA#020131606","020131606",13,16,6,"13_16_6",27,16,37,7,14,1
"AREA#020131607","020131607",13,16,7,"13_16_7",39,24,30,2,5,0
"AREA#020131608","020131608",13,16,8,"13_16_8",55,18,22,2,3,0
"AREA#020131609","020131609",13,16,9,"13_16_9",41,17,34,4,4,0
"AREA#020131610","020131610",13,16,10,"13_16_10",35,19,35,5,5,1
"AREA#020131611","020131611",13,16,11,"13_16_11",44,17,30,5,3,1
"AREA#020131612","020131612",13,16,12,"13_16_12",37,19,31,3,7,2
"AREA#020131613","020131613",13,16,13,"13_16_13",40,26,28,4,2,0
"AREA#020131701","020131701",13,17,1,"13_17_1",32,22,36,5,5,0
"AREA#020131702","020131702",13,17,2,"13_17_2",32,24,37,2,5,1
"AREA#020131703","020131703",13,17,3,"13_17_3",42,22,26,5,4,1
"AREA#020131704","020131704",13,17,4,"13_17_4",38,21,32,5,4,1
"AREA#020131705","020131705",13,17,5,"13_17_5",43,14,32,5,5,0
"AREA#020131706","020131706",13,17,6,"13_17_6",49,22,24,3,3,0
"AREA#020131707","020131707",13,17,7,"13_17_7",44,22,30,2,3,0
"AREA#020131708","020131708",13,17,8,"13_17_8",40,26,25,5,4,1
"AREA#020131709","020131709",13,17,9,"13_17_9",37,21,32,3,7,1
"AREA#020131710","020131710",13,17,10,"13_17_10",36,32,27,3,3,0
"AREA#020131711","020131711",13,17,11,"13_17_11",40,30,25,2,3,0
"AREA#020131801","020131801",13,18,1,"13_18_1",32,23,32,6,6,0
"AREA#020131802","020131802",13,18,2,"13_18_2",30,14,43,5,7,1
"AREA#020131803","020131803",13,18,3,"13_18_3",35,23,35,4,4,0
"AREA#020131804","020131804",13,18,4,"13_18_4",45,26,22,3,3,0
"AREA#020131805","020131805",13,18,5,"13_18_5",46,30,22,1,1,0
"AREA#020131806","020131806",13,18,6,"13_18_6",36,34,26,3,1,0
"AREA#020131807","020131807",13,18,7,"13_18_7",41,31,24,3,1,0
"AREA#020131808","020131808",13,18,8,"13_18_8",50,27,19,2,2,0
"AREA#020131809","020131809",13,18,9,"13_18_9",53,25,17,4,1,0
"AREA#020131810","020131810",13,18,10,"13_18_10",51,26,18,1,3,1
"AREA#020131901","020131901",13,19,1,"13_19_1",48,22,24,3,2,1
"AREA#020131902","020131902",13,19,2,"13_19_2",41,30,25,2,2,0
"AREA#020131903","020131903",13,19,3,"13_19_3",40,24,30,2,4,0
"AREA#020131904","020131904",13,19,4,"13_19_4",44,26,22,4,4,0
"AREA#020131905","020131905",13,19,5,"13_19_5",46,26,23,2,2,0
"AREA#020131906","020131906",13,19,6,"13_19_6",54,25,21,0,0,0
"AREA#020131907","020131907",13,19,7,"13_19_7",32,26,32,2,7,1
"AREA#020131908","020131908",13,19,8,"13_19_8",49,23,23,2,3,0
"AREA#020131909","020131909",13,19,9,"13_19_9",45,18,31,3,2,0
"AREA#020131910","020131910",13,19,10,"13_19_10",40,19,32,3,5,1
"AREA#020131911","020131911",13,19,11,"13_19_11",44,18,32,4,3,0
"AREA#020131912","020131912",13,19,12,"13_19_12",45,28,21,3,2,1
"AREA#020132001","020132001",13,20,1,"13_20_1",49,22,27,2,1,0
"AREA#020132002","020132002",13,20,2,"13_20_2",43,25,27,3,3,0
"AREA#020132003","020132003",13,20,3,"13_20_3",41,26,27,2,3,0
"AREA#020132004","020132004",13,20,4,"13_20_4",47,23,24,2,4,0
"AREA#020132005","020132005",13,20,5,"13_20_5",45,15,32,4,4,0
"AREA#020132006","020132006",13,20,6,"13_20_6",44,16,30,3,6,0
"AREA#020132007","020132007",13,20,7,"13_20_7",48,19,26,3,3,0
"AREA#020132008","020132008",13,20,8,"13_20_8",39,20,32,4,5,0
"AREA#020132009","020132009",13,20,9,"13_20_9",38,19,36,3,4,1
"AREA#020132010","020132010",13,20,10,"13_20_10",44,24,25,2,4,1
"AREA#020132011","020132011",13,20,11,"13_20_11",40,25,29,3,2,2
"AREA#020132012","020132012",13,20,12,"13_20_12",41,21,32,3,3,0
"AREA#020132101","020132101",13,21,1,"13_21_1",45,25,23,3,3,1
"AREA#020132102","020132102",13,21,2,"13_21_2",51,24,20,3,2,0
"AREA#020132103","020132103",13,21,3,"13_21_3",57,21,18,2,2,0
"AREA#020132104","020132104",13,21,4,"13_21_4",51,30,15,2,2,0
"AREA#020132105","020132105",13,21,5,"13_21_5",44,27,23,2,3,1
"AREA#020132106","020132106",13,21,6,"13_21_6",47,27,21,2,1,1
"AREA#020132107","020132107",13,21,7,"13_21_7",46,28,22,2,2,0
"AREA#020132108","020132108",13,21,8,"13_21_8",52,24,21,1,2,0
"AREA#020132109","020132109",13,21,9,"13_21_9",46,22,23,4,5,0
"AREA#020132110","020132110",13,21,10,"13_21_10",55,30,13,1,1,0
"AREA#020132201","020132201",13,22,1,"13_22_1",48,26,23,2,1,0
"AREA#020132202","020132202",13,22,2,"13_22_2",43,21,30,2,4,0
"AREA#020132203","020132203",13,22,3,"13_22_3",49,24,21,2,4,0
"AREA#020132204","020132204",13,22,4,"13_22_4",49,27,18,3,3,0
"AREA#020132205","020132205",13,22,5,"13_22_5",49,35,13,1,2,0
"AREA#020132206","020132206",13,22,6,"13_22_6",46,31,20,2,2,0
"AREA#020132207","020132207",13,22,7,"13_22_7",50,24,19,3,4,0
"AREA#020132208","020132208",13,22,8,"13_22_8",58,19,16,4,2,0
"AREA#020132209","020132209",13,22,9,"13_22_9",41,26,26,2,4,1
"AREA#020132301","020132301",13,23,1,"13_23_1",42,18,31,4,5,0
"AREA#020132302","020132302",13,23,2,"13_23_2",45,18,30,2,4,1
"AREA#020132303","020132303",13,23,3,"13_23_3",47,23,25,3,2,0
"AREA#020132304","020132304",13,23,4,"13_23_4",47,22,26,3,3,0
"AREA#020132305","020132305",13,23,5,"13_23_5",39,19,31,5,4,0
"AREA#020132306","020132306",13,23,6,"13_23_6",49,25,20,4,3,1
"AREA#020132307","020132307",13,23,7,"13_23_7",47,22,22,3,5,0
"AREA#020132308","020132308",13,23,8,"13_23_8",44,16,32,5,3,0
"AREA#020132309","020132309",13,23,9,"13_23_9",36,25,30,3,5,1
"AREA#020132310","020132310",13,23,10,"13_23_10",38,23,30,2,7,0
"AREA#020132311","020132311",13,23,11,"13_23_11",49,14,30,3,3,1
"AREA#020132401","020132401",13,24,1,"13_24_1",38,33,24,3,2,0
"AREA#020132402","020132402",13,24,2,"13_24_2",52,23,19,3,2,0
"AREA#020132403","020132403",13,24,3,"13_24_3",38,26,25,3,6,2
"AREA#020132404","020132404",13,24,4,"13_24_4",44,23,29,2,2,0
"AREA#020132405","020132405",13,24,5,"13_24_5",38,28,29,3,2,0
"AREA#020132406","020132406",13,24,6,"13_24_6",37,17,37,3,5,0
"AREA#020132407","020132407",13,24,7,"13_24_7",38,24,31,3,3,1
"AREA#020132408","020132408",13,24,8,"13_24_8",37,29,30,1,4,1
"AREA#020132409","020132409",13,24,9,"13_24_9",31,29,32,3,5,0
"AREA#020132410","020132410",13,24,10,"13_24_10",32,29,31,2,5,0
"AREA#020132501","020132501",13,25,1,"13_25_1",45,23,26,2,4,0
"AREA#020132502","020132502",13,25,2,"13_25_2",37,23,31,4,5,0
"AREA#020132503","020132503",13,25,3,"13_25_3",40,20,29,5,7,0
"AREA#020132504","020132504",13,25,4,"13_25_4",37,27,30,3,3,0
"AREA#020132505","020132505",13,25,5,"13_25_5",38,29,28,3,3,0
"AREA#020132506","020132506",13,25,6,"13_25_6",38,25,31,1,4,0
"AREA#020132507","020132507",13,25,7,"13_25_7",32,28,35,3,2,0
"AREA#020132508","020132508",13,25,8,"13_25_8",35,16,37,4,7,1
"AREA#020132601","020132601",13,26,1,"13_26_1",32,21,34,4,9,1
"AREA#020132602","020132602",13,26,2,"13_26_2",34,24,32,4,5,1
"AREA#020132603","020132603",13,26,3,"13_26_3",41,18,32,3,5,1
"AREA#020132604","020132604",13,26,4,"13_26_4",33,19,37,5,4,1
"AREA#020132605","020132605",13,26,5,"13_26_5",36,25,30,3,5,1
"AREA#020132606","020132606",13,26,6,"13_26_6",34,24,34,4,4,0
"AREA#020132607","020132607",13,26,7,"13_26_7",33,27,34,3,2,1
"AREA#020132608","020132608",13,26,8,"13_26_8",40,14,32,5,8,1
"AREA#020132609","020132609",13,26,9,"13_26_9",34,21,36,3,5,1
"AREA#020132610","020132610",13,26,10,"13_26_10",39,17,33,6,5,0
"AREA#020132611","020132611",13,26,11,"13_26_11",35,17,35,7,6,0
"AREA#020132701","020132701",13,27,1,"13_27_1",46,28,22,2,2,1
"AREA#020132702","020132702",13,27,2,"13_27_2",43,23,28,3,4,0
"AREA#020132703","020132703",13,27,3,"13_27_3",47,18,26,6,3,1
"AREA#020132704","020132704",13,27,4,"13_27_4",39,18,33,4,6,1
"AREA#020132705","020132705",13,27,5,"13_27_5",43,24,25,3,5,0
"AREA#020132706","020132706",13,27,6,"13_27_6",39,21,31,2,7,1
"AREA#020132707","020132707",13,27,7,"13_27_7",37,20,32,3,7,1
"AREA#020132708","020132708",13,27,8,"13_27_8",44,21,27,2,5,0
"AREA#020132709","020132709",13,27,9,"13_27_9",40,23,30,2,3,0
"AREA#020132801","020132801",13,28,1,"13_28_1",31,10,38,3,16,3
"AREA#020132802","020132802",13,28,2,"13_28_2",39,19,33,2,6,0
"AREA#020132803","020132803",13,28,3,"13_28_3",39,21,29,3,7,1
"AREA#020132804","020132804",13,28,4,"13_28_4",39,17,33,4,6,0
"AREA#020132805","020132805",13,28,5,"13_28_5",37,28,22,6,7,1
"AREA#020132806","020132806",13,28,6,"13_28_6",36,32,26,3,4,0
"AREA#020132807","020132807",13,28,7,"13_28_7",41,25,29,2,3,0
"AREA#020132808","020132808",13,28,8,"13_28_8",46,22,25,4,4,0
"AREA#020132809","020132809",13,28,9,"13_28_9",39,19,33,4,5,0
"AREA#020132810","020132810",13,28,10,"13_28_10",41,27,25,3,4,0
"AREA#020132901","020132901",13,29,1,"13_29_1",32,23,30,4,10,2
"AREA#020132902","020132902",13,29,2,"13_29_2",22,16,42,3,17,0
"AREA#020132903","020132903",13,29,3,"13_29_3",34,16,37,6,7,0
"AREA#020132904","020132904",13,29,4,"13_29_4",35,20,35,5,6,0
"AREA#020132905","020132905",13,29,5,"13_29_5",40,18,34,3,5,0
"AREA#020132906","020132906",13,29,6,"13_29_6",38,27,28,4,2,1
"AREA#020132907","020132907",13,29,7,"13_29_7",30,22,35,4,9,1
"AREA#020132908","020132908",13,29,8,"13_29_8",36,24,33,4,3,0
"AREA#020132909","020132909",13,29,9,"13_29_9",27,25,36,6,5,0
"AREA#020132910","020132910",13,29,10,"13_29_10",28,26,36,5,3,0
"AREA#020132911","020132911",13,29,11,"13_29_11",33,15,37,6,8,0
"AREA#020140101","020140101",14,1,1,"14_1_1",45,22,28,3,2,0
"AREA#020140102","020140102",14,1,2,"14_1_2",39,23,22,3,9,3
"AREA#020140103","020140103",14,1,3,"14_1_3",50,18,27,4,2,1
"AREA#020140104","020140104",14,1,4,"14_1_4",45,27,23,3,2,0
"AREA#020140105","020140105",14,1,5,"14_1_5",40,23,29,3,4,1
"AREA#020140106","020140106",14,1,6,"14_1_6",48,24,20,4,3,0
"AREA#020140107","020140107",14,1,7,"14_1_7",43,29,22,2,4,0
"AREA#020140108","020140108",14,1,8,"14_1_8",48,27,19,3,4,0
"AREA#020140109","020140109",14,1,9,"14_1_9",47,34,15,3,2,0
"AREA#020140110","020140110",14,1,10,"14_1_10",45,31,18,1,4,0
"AREA#020140201","020140201",14,2,1,"14_2_1",52,24,18,2,3,0
"AREA#020140202","020140202",14,2,2,"14_2_2",41,18,31,4,7,0
"AREA#020140203","020140203",14,2,3,"14_2_3",50,27,19,2,2,0
"AREA#020140204","020140204",14,2,4,"14_2_4",44,23,26,3,4,1
"AREA#020140205","020140205",14,2,5,"14_2_5",42,18,32,4,4,0
"AREA#020140206","020140206",14,2,6,"14_2_6",38,26,28,3,5,1
"AREA#020140207","020140207",14,2,7,"14_2_7",48,26,22,2,2,1
"AREA#020140208","020140208",14,2,8,"14_2_8",50,23,20,2,4,0
"AREA#020140209","020140209",14,2,9,"14_2_9",50,27,19,2,2,0
"AREA#020140210","020140210",14,2,10,"14_2_10",41,23,30,2,4,0
"AREA#020140301","020140301",14,3,1,"14_3_1",47,22,25,3,3,0
"AREA#020140302","020140302",14,3,2,"14_3_2",39,22,29,4,6,0
"AREA#020140303","020140303",14,3,3,"14_3_3",55,12,26,4,3,0
"AREA#020140304","020140304",14,3,4,"14_3_4",39,27,25,3,5,0
"AREA#020140305","020140305",14,3,5,"14_3_5",52,24,19,3,2,0
"AREA#020140306","020140306",14,3,6,"14_3_6",41,30,23,1,4,0
"AREA#020140307","020140307",14,3,7,"14_3_7",53,16,26,2,3,0
"AREA#020140308","020140308",14,3,8,"14_3_8",46,20,26,4,5,0
"AREA#020140309","020140309",14,3,9,"14_3_9",43,16,33,4,3,0
"AREA#020140310","020140310",14,3,10,"14_3_10",44,21,28,2,5,1
"AREA#020140311","020140311",14,3,11,"14_3_11",39,21,33,3,4,1
"AREA#020140312","020140312",14,3,12,"14_3_12",39,20,30,2,8,0
"AREA#020140401","020140401",14,4,1,"14_4_1",45,21,29,1,4,1
"AREA#020140402","020140402",14,4,2,"14_4_2",44,31,17,3,4,0
"AREA#020140403","020140403",14,4,3,"14_4_3",42,29,22,3,3,0
"AREA#020140404","020140404",14,4,4,"14_4_4",46,27,22,3,2,0
"AREA#020140405","020140405",14,4,5,"14_4_5",45,23,27,2,3,0
"AREA#020140406","020140406",14,4,6,"14_4_6",42,18,33,3,4,0
"AREA#020140407","020140407",14,4,7,"14_4_7",42,18,34,3,3,0
"AREA#020140408","020140408",14,4,8,"14_4_8",45,20,31,2,2,1
"AREA#020140409","020140409",14,4,9,"14_4_9",38,18,35,4,4,0
"AREA#020140410","020140410",14,4,10,"14_4_10",45,17,31,2,4,0
"AREA#020140501","020140501",14,5,1,"14_5_1",33,18,35,7,6,0
"AREA#020140502","020140502",14,5,2,"14_5_2",20,33,41,4,2,0
"AREA#020140503","020140503",14,5,3,"14_5_3",39,21,32,3,5,0
"AREA#020140504","020140504",14,5,4,"14_5_4",42,18,28,4,7,1
"AREA#020140505","020140505",14,5,5,"14_5_5",42,15,33,4,6,0
"AREA#020140506","020140506",14,5,6,"14_5_6",34,17,38,6,5,0
"AREA#020140507","020140507",14,5,7,"14_5_7",31,22,33,5,9,0
"AREA#020140508","020140508",14,5,8,"14_5_8",37,23,29,4,7,0
"AREA#020140509","020140509",14,5,9,"14_5_9",33,29,33,2,2,0
"AREA#020140510","020140510",14,5,10,"14_5_10",39,22,32,4,3,0
"AREA#020140601","020140601",14,6,1,"14_6_1",37,17,39,2,5,0
"AREA#020140602","020140602",14,6,2,"14_6_2",32,19,40,2,6,1
"AREA#020140603","020140603",14,6,3,"14_6_3",31,28,33,4,4,0
"AREA#020140604","020140604",14,6,4,"14_6_4",34,14,39,4,7,1
