"areas","LINK","comuna","fraccion","radio","CO_FRAC_RA","cantidad","capeco"
"AREA#020122209","020122209",12,22,9,"12_22_9",366,9.12
"AREA#020122210","020122210",12,22,10,"12_22_10",370,8.86
"AREA#020122211","020122211",12,22,11,"12_22_11",371,9.41
"AREA#020130101","020130101",13,1,1,"13_1_1",297,9.36
"AREA#020130102","020130102",13,1,2,"13_1_2",343,11.61
"AREA#020130103","020130103",13,1,3,"13_1_3",258,11.43
"AREA#020130104","020130104",13,1,4,"13_1_4",367,11.37
"AREA#020130105","020130105",13,1,5,"13_1_5",421,13.16
"AREA#020130106","020130106",13,1,6,"13_1_6",386,11.32
"AREA#020130107","020130107",13,1,7,"13_1_7",185,10.6
"AREA#020130108","020130108",13,1,8,"13_1_8",241,11.07
"AREA#020130109","020130109",13,1,9,"13_1_9",218,10.65
"AREA#020130110","020130110",13,1,10,"13_1_10",314,10.89
"AREA#020130111","020130111",13,1,11,"13_1_11",300,10.98
"AREA#020130112","020130112",13,1,12,"13_1_12",247,10.29
"AREA#020130113","020130113",13,1,13,"13_1_13",245,10.01
"AREA#020130114","020130114",13,1,14,"13_1_14",285,9.95
"AREA#020130201","020130201",13,2,1,"13_2_1",546,10.37
"AREA#020130202","020130202",13,2,2,"13_2_2",359,10.53
"AREA#020130203","020130203",13,2,3,"13_2_3",259,10.15
"AREA#020130204","020130204",13,2,4,"13_2_4",239,9.67
"AREA#020130205","020130205",13,2,5,"13_2_5",331,11.8
"AREA#020130206","020130206",13,2,6,"13_2_6",470,12.41
"AREA#020130207","020130207",13,2,7,"13_2_7",300,10.58
"AREA#020130208","020130208",13,2,8,"13_2_8",254,11.21
"AREA#020130209","020130209",13,2,9,"13_2_9",397,11.08
"AREA#020130210","020130210",13,2,10,"13_2_10",468,10.5
"AREA#020130211","020130211",13,2,11,"13_2_11",293,12.3
"AREA#020130301","020130301",13,3,1,"13_3_1",377,11.18
"AREA#020130302","020130302",13,3,2,"13_3_2",272,10.59
"AREA#020130303","020130303",13,3,3,"13_3_3",353,10.18
"AREA#020130304","020130304",13,3,4,"13_3_4",433,10.91
"AREA#020130305","020130305",13,3,5,"13_3_5",312,10.5
"AREA#020130306","020130306",13,3,6,"13_3_6",271,10.52
"AREA#020130307","020130307",13,3,7,"13_3_7",290,10.63
"AREA#020130308","020130308",13,3,8,"13_3_8",278,10.94
"AREA#020130309","020130309",13,3,9,"13_3_9",354,9.77
"AREA#020130310","020130310",13,3,10,"13_3_10",448,11.65
"AREA#020130401","020130401",13,4,1,"13_4_1",291,10.43
"AREA#020130402","020130402",13,4,2,"13_4_2",350,10.43
"AREA#020130403","020130403",13,4,3,"13_4_3",305,10.99
"AREA#020130404","020130404",13,4,4,"13_4_4",430,9.58
"AREA#020130405","020130405",13,4,5,"13_4_5",363,10.59
"AREA#020130406","020130406",13,4,6,"13_4_6",400,10.41
"AREA#020130407","020130407",13,4,7,"13_4_7",298,10.27
"AREA#020130408","020130408",13,4,8,"13_4_8",265,10.01
"AREA#020130409","020130409",13,4,9,"13_4_9",341,10.43
"AREA#020130410","020130410",13,4,10,"13_4_10",238,9.53
"AREA#020130411","020130411",13,4,11,"13_4_11",370,10.29
"AREA#020130412","020130412",13,4,12,"13_4_12",613,10.67
"AREA#020130413","020130413",13,4,13,"13_4_13",337,10.31
"AREA#020130414","020130414",13,4,14,"13_4_14",329,9.94
"AREA#020130501","020130501",13,5,1,"13_5_1",344,10.48
"AREA#020130502","020130502",13,5,2,"13_5_2",409,10
"AREA#020130503","020130503",13,5,3,"13_5_3",531,10.7
"AREA#020130504","020130504",13,5,4,"13_5_4",478,10.64
"AREA#020130505","020130505",13,5,5,"13_5_5",359,10.45
"AREA#020130506","020130506",13,5,6,"13_5_6",437,11.02
"AREA#020130507","020130507",13,5,7,"13_5_7",327,10.58
"AREA#020130508","020130508",13,5,8,"13_5_8",417,11.78
"AREA#020130601","020130601",13,6,1,"13_6_1",283,9.5
"AREA#020130602","020130602",13,6,2,"13_6_2",425,10.01
"AREA#020130603","020130603",13,6,3,"13_6_3",369,10.12
"AREA#020130604","020130604",13,6,4,"13_6_4",419,11.31
"AREA#020130605","020130605",13,6,5,"13_6_5",454,10.57
"AREA#020130606","020130606",13,6,6,"13_6_6",375,10.19
"AREA#020130607","020130607",13,6,7,"13_6_7",425,10.08
"AREA#020130608","020130608",13,6,8,"13_6_8",339,9.67
"AREA#020130701","020130701",13,7,1,"13_7_1",272,9.51
"AREA#020130702","020130702",13,7,2,"13_7_2",222,10.05
"AREA#020130703","020130703",13,7,3,"13_7_3",458,10.96
"AREA#020130704","020130704",13,7,4,"13_7_4",344,11.31
"AREA#020130705","020130705",13,7,5,"13_7_5",476,9.99
"AREA#020130706","020130706",13,7,6,"13_7_6",381,10.75
"AREA#020130707","020130707",13,7,7,"13_7_7",346,10.7
"AREA#020130708","020130708",13,7,8,"13_7_8",310,10.42
"AREA#020130709","020130709",13,7,9,"13_7_9",374,11.01
"AREA#020130801","020130801",13,8,1,"13_8_1",314,10.91
"AREA#020130802","020130802",13,8,2,"13_8_2",276,11.03
"AREA#020130803","020130803",13,8,3,"13_8_3",411,11.02
"AREA#020130804","020130804",13,8,4,"13_8_4",388,11.1
"AREA#020130805","020130805",13,8,5,"13_8_5",453,11.87
"AREA#020130806","020130806",13,8,6,"13_8_6",295,10.32
"AREA#020130807","020130807",13,8,7,"13_8_7",364,10.78
"AREA#020130808","020130808",13,8,8,"13_8_8",439,10.42
"AREA#020130809","020130809",13,8,9,"13_8_9",326,10.32
"AREA#020130810","020130810",13,8,10,"13_8_10",292,9.91
"AREA#020130901","020130901",13,9,1,"13_9_1",287,10.37
"AREA#020130902","020130902",13,9,2,"13_9_2",303,10.5
"AREA#020130903","020130903",13,9,3,"13_9_3",247,11.09
"AREA#020130904","020130904",13,9,4,"13_9_4",293,10.52
"AREA#020130905","020130905",13,9,5,"13_9_5",489,11.24
"AREA#020130906","020130906",13,9,6,"13_9_6",320,11.33
"AREA#020130907","020130907",13,9,7,"13_9_7",297,11.34
"AREA#020130908","020130908",13,9,8,"13_9_8",344,11.32
"AREA#020130909","020130909",13,9,9,"13_9_9",363,10.81
"AREA#020130910","020130910",13,9,10,"13_9_10",240,10.18
"AREA#020131001","020131001",13,10,1,"13_10_1",415,12.53
"AREA#020131002","020131002",13,10,2,"13_10_2",405,12.06
"AREA#020131003","020131003",13,10,3,"13_10_3",427,10.48
"AREA#020131004","020131004",13,10,4,"13_10_4",420,10.28
"AREA#020131005","020131005",13,10,5,"13_10_5",252,9.92
"AREA#020131006","020131006",13,10,6,"13_10_6",388,10.25
"AREA#020131007","020131007",13,10,7,"13_10_7",321,11.73
"AREA#020131008","020131008",13,10,8,"13_10_8",433,11.23
"AREA#020131009","020131009",13,10,9,"13_10_9",325,9.86
"AREA#020131010","020131010",13,10,10,"13_10_10",424,9.77
"AREA#020131011","020131011",13,10,11,"13_10_11",314,10.93
"AREA#020131101","020131101",13,11,1,"13_11_1",175,10.15
"AREA#020131102","020131102",13,11,2,"13_11_2",242,10.55
"AREA#020131103","020131103",13,11,3,"13_11_3",208,10.15
"AREA#020131104","020131104",13,11,4,"13_11_4",230,10.07
"AREA#020131105","020131105",13,11,5,"13_11_5",222,10.31
"AREA#020131106","020131106",13,11,6,"13_11_6",408,10.7
"AREA#020131107","020131107",13,11,7,"13_11_7",284,9.86
"AREA#020131201","020131201",13,12,1,"13_12_1",279,9.99
"AREA#020131202","020131202",13,12,2,"13_12_2",320,10.76
"AREA#020131203","020131203",13,12,3,"13_12_3",238,9.78
"AREA#020131204","020131204",13,12,4,"13_12_4",352,12.48
"AREA#020131205","020131205",13,12,5,"13_12_5",222,11.07
"AREA#020131206","020131206",13,12,6,"13_12_6",241,10.67
"AREA#020131207","020131207",13,12,7,"13_12_7",342,9.63
"AREA#020131208","020131208",13,12,8,"13_12_8",282,10.42
"AREA#020131209","020131209",13,12,9,"13_12_9",385,11.34
"AREA#020131210","020131210",13,12,10,"13_12_10",254,10
"AREA#020131301","020131301",13,13,1,"13_13_1",379,11.48
"AREA#020131302","020131302",13,13,2,"13_13_2",155,9.2
"AREA#020131303","020131303",13,13,3,"13_13_3",322,9.65
"AREA#020131304","020131304",13,13,4,"13_13_4",394,10.8
"AREA#020131305","020131305",13,13,5,"13_13_5",411,10.77
"AREA#020131306","020131306",13,13,6,"13_13_6",132,10.22
"AREA#020131307","020131307",13,13,7,"13_13_7",305,11.11
"AREA#020131308","020131308",13,13,8,"13_13_8",249,11.3
"AREA#020131309","020131309",13,13,9,"13_13_9",287,10.23
"AREA#020131310","020131310",13,13,10,"13_13_10",358,11.15
"AREA#020131311","020131311",13,13,11,"13_13_11",215,11.06
"AREA#020131312","020131312",13,13,12,"13_13_12",328,11.22
"AREA#020131313","020131313",13,13,13,"13_13_13",556,12.09
"AREA#020131314","020131314",13,13,14,"13_13_14",349,12.01
"AREA#020131401","020131401",13,14,1,"13_14_1",341,11.43
"AREA#020131402","020131402",13,14,2,"13_14_2",165,10.9
"AREA#020131403","020131403",13,14,3,"13_14_3",367,11.8
"AREA#020131404","020131404",13,14,4,"13_14_4",291,10.9
"AREA#020131405","020131405",13,14,5,"13_14_5",228,10.63
"AREA#020131406","020131406",13,14,6,"13_14_6",363,10.96
"AREA#020131407","020131407",13,14,7,"13_14_7",165,11.13
"AREA#020131408","020131408",13,14,8,"13_14_8",255,11.21
"AREA#020131409","020131409",13,14,9,"13_14_9",238,11.03
"AREA#020131410","020131410",13,14,10,"13_14_10",298,11.36
"AREA#020131411","020131411",13,14,11,"13_14_11",284,10.88
"AREA#020131501","020131501",13,15,1,"13_15_1",350,10.29
"AREA#020131502","020131502",13,15,2,"13_15_2",361,10.45
"AREA#020131503","020131503",13,15,3,"13_15_3",351,9.64
"AREA#020131504","020131504",13,15,4,"13_15_4",200,10.95
"AREA#020131505","020131505",13,15,5,"13_15_5",391,11.12
"AREA#020131506","020131506",13,15,6,"13_15_6",281,10.76
"AREA#020131507","020131507",13,15,7,"13_15_7",383,10.13
"AREA#020131508","020131508",13,15,8,"13_15_8",372,10.92
"AREA#020131509","020131509",13,15,9,"13_15_9",416,10.53
"AREA#020131510","020131510",13,15,10,"13_15_10",331,10.98
"AREA#020131511","020131511",13,15,11,"13_15_11",369,10.43
"AREA#020131512","020131512",13,15,12,"13_15_12",328,10.84
"AREA#020131601","020131601",13,16,1,"13_16_1",393,11.11
"AREA#020131602","020131602",13,16,2,"13_16_2",431,10.61
"AREA#020131603","020131603",13,16,3,"13_16_3",252,10.21
"AREA#020131604","020131604",13,16,4,"13_16_4",368,10.97
"AREA#020131605","020131605",13,16,5,"13_16_5",252,10.72
"AREA#020131606","020131606",13,16,6,"13_16_6",183,9.43
"AREA#020131607","020131607",13,16,7,"13_16_7",369,10.71
"AREA#020131608","020131608",13,16,8,"13_16_8",352,9.61
"AREA#020131609","020131609",13,16,9,"13_16_9",380,9.64
"AREA#020131610","020131610",13,16,10,"13_16_10",391,10.1
"AREA#020131611","020131611",13,16,11,"13_16_11",381,10.32
"AREA#020131612","020131612",13,16,12,"13_16_12",347,10.45
"AREA#020131613","020131613",13,16,13,"13_16_13",223,10.42
"AREA#020131701","020131701",13,17,1,"13_17_1",476,10.26
"AREA#020131702","020131702",13,17,2,"13_17_2",474,10.48
"AREA#020131703","020131703",13,17,3,"13_17_3",389,11.24
"AREA#020131704","020131704",13,17,4,"13_17_4",247,10.89
"AREA#020131705","020131705",13,17,5,"13_17_5",345,10.6
"AREA#020131706","020131706",13,17,6,"13_17_6",360,11.02
"AREA#020131707","020131707",13,17,7,"13_17_7",386,11.31
"AREA#020131708","020131708",13,17,8,"13_17_8",316,10.76
"AREA#020131709","020131709",13,17,9,"13_17_9",404,11.43
"AREA#020131710","020131710",13,17,10,"13_17_10",398,10.64
"AREA#020131711","020131711",13,17,11,"13_17_11",247,9.96
"AREA#020131801","020131801",13,18,1,"13_18_1",336,9.64
"AREA#020131802","020131802",13,18,2,"13_18_2",407,10.44
"AREA#020131803","020131803",13,18,3,"13_18_3",397,9.99
"AREA#020131804","020131804",13,18,4,"13_18_4",294,10.02
"AREA#020131805","020131805",13,18,5,"13_18_5",282,11.13
"AREA#020131806","020131806",13,18,6,"13_18_6",302,10.44
"AREA#020131807","020131807",13,18,7,"13_18_7",383,11.35
"AREA#020131808","020131808",13,18,8,"13_18_8",282,10.96
"AREA#020131809","020131809",13,18,9,"13_18_9",172,10.98
"AREA#020131810","020131810",13,18,10,"13_18_10",276,10.41
"AREA#020131901","020131901",13,19,1,"13_19_1",341,10.83
"AREA#020131902","020131902",13,19,2,"13_19_2",397,11.02
"AREA#020131903","020131903",13,19,3,"13_19_3",295,11.04
"AREA#020131904","020131904",13,19,4,"13_19_4",227,11.82
"AREA#020131905","020131905",13,19,5,"13_19_5",370,10.67
"AREA#020131906","020131906",13,19,6,"13_19_6",215,9.57
"AREA#020131907","020131907",13,19,7,"13_19_7",258,10.29
"AREA#020131908","020131908",13,19,8,"13_19_8",330,10.87
"AREA#020131909","020131909",13,19,9,"13_19_9",333,11.14
"AREA#020131910","020131910",13,19,10,"13_19_10",312,11.71
"AREA#020131911","020131911",13,19,11,"13_19_11",193,11.84
"AREA#020131912","020131912",13,19,12,"13_19_12",270,11
"AREA#020132001","020132001",13,20,1,"13_20_1",301,11.28
"AREA#020132002","020132002",13,20,2,"13_20_2",394,10.67
"AREA#020132003","020132003",13,20,3,"13_20_3",175,10.4
"AREA#020132004","020132004",13,20,4,"13_20_4",316,10.84
"AREA#020132005","020132005",13,20,5,"13_20_5",312,10.54
"AREA#020132006","020132006",13,20,6,"13_20_6",428,11.36
"AREA#020132007","020132007",13,20,7,"13_20_7",372,11.02
"AREA#020132008","020132008",13,20,8,"13_20_8",386,10.78
"AREA#020132009","020132009",13,20,9,"13_20_9",258,10.53
"AREA#020132010","020132010",13,20,10,"13_20_10",272,10.29
"AREA#020132011","020132011",13,20,11,"13_20_11",261,10.63
"AREA#020132012","020132012",13,20,12,"13_20_12",277,10.65
"AREA#020132101","020132101",13,21,1,"13_21_1",245,11.33
"AREA#020132102","020132102",13,21,2,"13_21_2",149,11.37
"AREA#020132103","020132103",13,21,3,"13_21_3",233,11.4
"AREA#020132104","020132104",13,21,4,"13_21_4",319,11.13
"AREA#020132105","020132105",13,21,5,"13_21_5",291,10.69
"AREA#020132106","020132106",13,21,6,"13_21_6",312,10.85
"AREA#020132107","020132107",13,21,7,"13_21_7",450,11.03
"AREA#020132108","020132108",13,21,8,"13_21_8",345,11.3
"AREA#020132109","020132109",13,21,9,"13_21_9",361,11.52
"AREA#020132110","020132110",13,21,10,"13_21_10",342,10.94
"AREA#020132201","020132201",13,22,1,"13_22_1",252,10.74
"AREA#020132202","020132202",13,22,2,"13_22_2",221,11.27
"AREA#020132203","020132203",13,22,3,"13_22_3",222,11.48
"AREA#020132204","020132204",13,22,4,"13_22_4",327,12.01
"AREA#020132205","020132205",13,22,5,"13_22_5",395,10.95
"AREA#020132206","020132206",13,22,6,"13_22_6",391,10.76
"AREA#020132207","020132207",13,22,7,"13_22_7",455,11.33
"AREA#020132208","020132208",13,22,8,"13_22_8",380,12.04
"AREA#020132209","020132209",13,22,9,"13_22_9",220,10.71
"AREA#020132301","020132301",13,23,1,"13_23_1",546,11.1
"AREA#020132302","020132302",13,23,2,"13_23_2",270,11.35
"AREA#020132303","020132303",13,23,3,"13_23_3",538,11.37
"AREA#020132304","020132304",13,23,4,"13_23_4",294,10.56
"AREA#020132305","020132305",13,23,5,"13_23_5",236,11.13
"AREA#020132306","020132306",13,23,6,"13_23_6",368,10.35
"AREA#020132307","020132307",13,23,7,"13_23_7",258,10.57
"AREA#020132308","020132308",13,23,8,"13_23_8",505,10.83
"AREA#020132309","020132309",13,23,9,"13_23_9",430,11.11
"AREA#020132310","020132310",13,23,10,"13_23_10",243,10.23
"AREA#020132311","020132311",13,23,11,"13_23_11",424,10.78
"AREA#020132401","020132401",13,24,1,"13_24_1",198,10.94
"AREA#020132402","020132402",13,24,2,"13_24_2",253,10.81
"AREA#020132403","020132403",13,24,3,"13_24_3",283,9.82
"AREA#020132404","020132404",13,24,4,"13_24_4",365,11.39
"AREA#020132405","020132405",13,24,5,"13_24_5",286,9.98
"AREA#020132406","020132406",13,24,6,"13_24_6",319,9.94
"AREA#020132407","020132407",13,24,7,"13_24_7",367,9.92
"AREA#020132408","020132408",13,24,8,"13_24_8",339,10.31
"AREA#020132409","020132409",13,24,9,"13_24_9",381,10.5
"AREA#020132410","020132410",13,24,10,"13_24_10",285,10.66
"AREA#020132501","020132501",13,25,1,"13_25_1",262,10.17
"AREA#020132502","020132502",13,25,2,"13_25_2",279,9.78
"AREA#020132503","020132503",13,25,3,"13_25_3",392,10.18
"AREA#020132504","020132504",13,25,4,"13_25_4",269,9.59
"AREA#020132505","020132505",13,25,5,"13_25_5",222,9.86
"AREA#020132506","020132506",13,25,6,"13_25_6",275,9.79
"AREA#020132507","020132507",13,25,7,"13_25_7",505,9.15
"AREA#020132508","020132508",13,25,8,"13_25_8",364,10.1
"AREA#020132601","020132601",13,26,1,"13_26_1",317,9.99
"AREA#020132602","020132602",13,26,2,"13_26_2",326,9.72
"AREA#020132603","020132603",13,26,3,"13_26_3",289,10.44
"AREA#020132604","020132604",13,26,4,"13_26_4",421,9.9
"AREA#020132605","020132605",13,26,5,"13_26_5",319,10.34
"AREA#020132606","020132606",13,26,6,"13_26_6",267,9.89
"AREA#020132607","020132607",13,26,7,"13_26_7",190,9.96
"AREA#020132608","020132608",13,26,8,"13_26_8",214,9.48
"AREA#020132609","020132609",13,26,9,"13_26_9",203,9.96
"AREA#020132610","020132610",13,26,10,"13_26_10",436,10.52
"AREA#020132611","020132611",13,26,11,"13_26_11",281,9.95
"AREA#020132701","020132701",13,27,1,"13_27_1",175,11.11
"AREA#020132702","020132702",13,27,2,"13_27_2",399,10.61
"AREA#020132703","020132703",13,27,3,"13_27_3",441,10.88
"AREA#020132704","020132704",13,27,4,"13_27_4",388,11.2
"AREA#020132705","020132705",13,27,5,"13_27_5",311,10.79
"AREA#020132706","020132706",13,27,6,"13_27_6",530,10.26
"AREA#020132707","020132707",13,27,7,"13_27_7",499,10.89
"AREA#020132708","020132708",13,27,8,"13_27_8",368,10.65
"AREA#020132709","020132709",13,27,9,"13_27_9",407,10.92
"AREA#020132801","020132801",13,28,1,"13_28_1",268,9.32
"AREA#020132802","020132802",13,28,2,"13_28_2",214,9.66
"AREA#020132803","020132803",13,28,3,"13_28_3",318,10.56
"AREA#020132804","020132804",13,28,4,"13_28_4",201,11.08
"AREA#020132805","020132805",13,28,5,"13_28_5",218,10.12
"AREA#020132806","020132806",13,28,6,"13_28_6",356,10.92
"AREA#020132807","020132807",13,28,7,"13_28_7",329,11.23
"AREA#020132808","020132808",13,28,8,"13_28_8",451,11.23
"AREA#020132809","020132809",13,28,9,"13_28_9",393,10.81
"AREA#020132810","020132810",13,28,10,"13_28_10",273,10.65
"AREA#020132901","020132901",13,29,1,"13_29_1",275,9.57
"AREA#020132902","020132902",13,29,2,"13_29_2",281,9.58
"AREA#020132903","020132903",13,29,3,"13_29_3",247,9.79
"AREA#020132904","020132904",13,29,4,"13_29_4",383,10.45
"AREA#020132905","020132905",13,29,5,"13_29_5",281,10.9
"AREA#020132906","020132906",13,29,6,"13_29_6",330,9.82
"AREA#020132907","020132907",13,29,7,"13_29_7",356,9.43
"AREA#020132908","020132908",13,29,8,"13_29_8",420,10.14
"AREA#020132909","020132909",13,29,9,"13_29_9",208,8.15
"AREA#020132910","020132910",13,29,10,"13_29_10",258,8.84
"AREA#020132911","020132911",13,29,11,"13_29_11",330,10.97
"AREA#020140101","020140101",14,1,1,"14_1_1",210,11.26
"AREA#020140102","020140102",14,1,2,"14_1_2",255,9.49
"AREA#020140103","020140103",14,1,3,"14_1_3",400,10.91
"AREA#020140104","020140104",14,1,4,"14_1_4",362,11.36
"AREA#020140105","020140105",14,1,5,"14_1_5",585,11.12
"AREA#020140106","020140106",14,1,6,"14_1_6",446,11.98
"AREA#020140107","020140107",14,1,7,"14_1_7",367,10.78
"AREA#020140108","020140108",14,1,8,"14_1_8",301,10.57
"AREA#020140109","020140109",14,1,9,"14_1_9",398,10.44
"AREA#020140110","020140110",14,1,10,"14_1_10",462,10.63
"AREA#020140201","020140201",14,2,1,"14_2_1",505,11.46
"AREA#020140202","020140202",14,2,2,"14_2_2",271,11.4
"AREA#020140203","020140203",14,2,3,"14_2_3",349,12.15
"AREA#020140204","020140204",14,2,4,"14_2_4",320,11.38
"AREA#020140205","020140205",14,2,5,"14_2_5",340,10.74
"AREA#020140206","020140206",14,2,6,"14_2_6",268,10.35
"AREA#020140207","020140207",14,2,7,"14_2_7",317,11.36
"AREA#020140208","020140208",14,2,8,"14_2_8",402,11
"AREA#020140209","020140209",14,2,9,"14_2_9",380,11.33
"AREA#020140210","020140210",14,2,10,"14_2_10",474,11.1
"AREA#020140301","020140301",14,3,1,"14_3_1",758,11.25
"AREA#020140302","020140302",14,3,2,"14_3_2",226,11.19
"AREA#020140303","020140303",14,3,3,"14_3_3",226,11.42
"AREA#020140304","020140304",14,3,4,"14_3_4",297,10.68
"AREA#020140305","020140305",14,3,5,"14_3_5",407,11.4
"AREA#020140306","020140306",14,3,6,"14_3_6",164,10.85
"AREA#020140307","020140307",14,3,7,"14_3_7",297,12.35
"AREA#020140308","020140308",14,3,8,"14_3_8",430,10.94
"AREA#020140309","020140309",14,3,9,"14_3_9",456,11.36
"AREA#020140310","020140310",14,3,10,"14_3_10",308,11.23
"AREA#020140311","020140311",14,3,11,"14_3_11",347,11.3
"AREA#020140312","020140312",14,3,12,"14_3_12",305,11.02
"AREA#020140401","020140401",14,4,1,"14_4_1",413,10.93
"AREA#020140402","020140402",14,4,2,"14_4_2",221,11.47
"AREA#020140403","020140403",14,4,3,"14_4_3",220,11.74
"AREA#020140404","020140404",14,4,4,"14_4_4",293,10.7
"AREA#020140405","020140405",14,4,5,"14_4_5",385,11.1
"AREA#020140406","020140406",14,4,6,"14_4_6",461,11.06
"AREA#020140407","020140407",14,4,7,"14_4_7",433,11.3
"AREA#020140408","020140408",14,4,8,"14_4_8",484,11.07
"AREA#020140409","020140409",14,4,9,"14_4_9",435,11.31
"AREA#020140410","020140410",14,4,10,"14_4_10",698,11.14
"AREA#020140501","020140501",14,5,1,"14_5_1",357,8.75
"AREA#020140502","020140502",14,5,2,"14_5_2",370,9.41
"AREA#020140503","020140503",14,5,3,"14_5_3",416,10.9
"AREA#020140504","020140504",14,5,4,"14_5_4",285,10.92
"AREA#020140505","020140505",14,5,5,"14_5_5",509,10.89
"AREA#020140506","020140506",14,5,6,"14_5_6",277,10.18
"AREA#020140507","020140507",14,5,7,"14_5_7",238,11.36
"AREA#020140508","020140508",14,5,8,"14_5_8",191,10.35
"AREA#020140509","020140509",14,5,9,"14_5_9",502,12.1
"AREA#020140510","020140510",14,5,10,"14_5_10",546,11.08
"AREA#020140601","020140601",14,6,1,"14_6_1",513,12.33
"AREA#020140602","020140602",14,6,2,"14_6_2",401,11.84
"AREA#020140603","020140603",14,6,3,"14_6_3",382,10.36
"AREA#020140604","020140604",14,6,4,"14_6_4",362,11.99
"AREA#020140605","020140605",14,6,5,"14_6_5",387,10.88
"AREA#020140606","020140606",14,6,6,"14_6_6",511,9.94
"AREA#020140607","020140607",14,6,7,"14_6_7",359,9.66
"AREA#020140608","020140608",14,6,8,"14_6_8",253,10.97
"AREA#020140609","020140609",14,6,9,"14_6_9",402,10.84
"AREA#020140610","020140610",14,6,10,"14_6_10",213,10.47
"AREA#020140701","020140701",14,7,1,"14_7_1",375,9.16
"AREA#020140702","020140702",14,7,2,"14_7_2",411,10.12
"AREA#020140703","020140703",14,7,3,"14_7_3",292,9.28
"AREA#020140704","020140704",14,7,4,"14_7_4",402,10.95
"AREA#020140705","020140705",14,7,5,"14_7_5",262,9.53
"AREA#020140706","020140706",14,7,6,"14_7_6",302,9.29
"AREA#020140707","020140707",14,7,7,"14_7_7",243,9.47
"AREA#020140708","020140708",14,7,8,"14_7_8",241,9.98
"AREA#020140709","020140709",14,7,9,"14_7_9",277,9.33
"AREA#020140801","020140801",14,8,1,"14_8_1",367,11.63
"AREA#020140802","020140802",14,8,2,"14_8_2",290,10.92
"AREA#020140803","020140803",14,8,3,"14_8_3",170,10.15
"AREA#020140804","020140804",14,8,4,"14_8_4",245,10.96
"AREA#020140805","020140805",14,8,5,"14_8_5",483,10.28
"AREA#020140806","020140806",14,8,6,"14_8_6",469,10.48
"AREA#020140807","020140807",14,8,7,"14_8_7",301,9.96
"AREA#020140808","020140808",14,8,8,"14_8_8",306,9.55
"AREA#020140809","020140809",14,8,9,"14_8_9",477,11.58
"AREA#020140901","020140901",14,9,1,"14_9_1",491,11.33
"AREA#020140902","020140902",14,9,2,"14_9_2",303,9.91
"AREA#020140903","020140903",14,9,3,"14_9_3",525,11.65
"AREA#020140904","020140904",14,9,4,"14_9_4",537,11.4
"AREA#020140905","020140905",14,9,5,"14_9_5",198,11.22
"AREA#020140906","020140906",14,9,6,"14_9_6",296,10.43
"AREA#020140907","020140907",14,9,7,"14_9_7",265,10.8
"AREA#020140908","020140908",14,9,8,"14_9_8",391,12.24
"AREA#020140909","020140909",14,9,9,"14_9_9",363,11.32
"AREA#020140910","020140910",14,9,10,"14_9_10",462,12.05
"AREA#020140911","020140911",14,9,11,"14_9_11",395,11.61
"AREA#020140912","020140912",14,9,12,"14_9_12",419,10.85
"AREA#020140913","020140913",14,9,13,"14_9_13",352,12.38
"AREA#020141001","020141001",14,10,1,"14_10_1",7,7.14
"AREA#020141101","020141101",14,11,1,"14_11_1",286,12.1
"AREA#020141102","020141102",14,11,2,"14_11_2",468,12.63
"AREA#020141103","020141103",14,11,3,"14_11_3",237,12.16
"AREA#020141104","020141104",14,11,4,"14_11_4",279,11.49
"AREA#020141105","020141105",14,11,5,"14_11_5",379,12.36
"AREA#020141106","020141106",14,11,6,"14_11_6",353,12.08
"AREA#020141107","020141107",14,11,7,"14_11_7",269,11.77
"AREA#020141108","020141108",14,11,8,"14_11_8",530,11.85
"AREA#020141109","020141109",14,11,9,"14_11_9",413,11.36
"AREA#020141110","020141110",14,11,10,"14_11_10",210,10.44
"AREA#020141111","020141111",14,11,11,"14_11_11",316,10.41
"AREA#020141112","020141112",14,11,12,"14_11_12",364,10.99
"AREA#020141113","020141113",14,11,13,"14_11_13",399,12.32
"AREA#020141114","020141114",14,11,14,"14_11_14",231,11.58
"AREA#020141201","020141201",14,12,1,"14_12_1",230,10.37
"AREA#020141202","020141202",14,12,2,"14_12_2",384,9.41
"AREA#020141203","020141203",14,12,3,"14_12_3",329,10.57
"AREA#020141204","020141204",14,12,4,"14_12_4",347,9.67
"AREA#020141205","020141205",14,12,5,"14_12_5",381,10.35
"AREA#020141206","020141206",14,12,6,"14_12_6",265,10.62
"AREA#020141207","020141207",14,12,7,"14_12_7",146,10.78
"AREA#020141208","020141208",14,12,8,"14_12_8",188,10.21
"AREA#020141209","020141209",14,12,9,"14_12_9",332,9.65
"AREA#020141210","020141210",14,12,10,"14_12_10",352,11.48
"AREA#020141211","020141211",14,12,11,"14_12_11",276,10.15
"AREA#020141301","020141301",14,13,1,"14_13_1",267,8.56
"AREA#020141302","020141302",14,13,2,"14_13_2",314,9.74
"AREA#020141303","020141303",14,13,3,"14_13_3",406,10.62
"AREA#020141304","020141304",14,13,4,"14_13_4",243,10.23
"AREA#020141305","020141305",14,13,5,"14_13_5",305,9.74
"AREA#020141306","020141306",14,13,6,"14_13_6",279,10.38
"AREA#020141307","020141307",14,13,7,"14_13_7",151,9.16
"AREA#020141308","020141308",14,13,8,"14_13_8",278,8.88
