"areas","LINK","comuna","fraccion","radio","CO_FRAC_RA","cantidad","capeco"
"AREA#020141309","020141309",14,13,9,"14_13_9",339,9.61
"AREA#020141310","020141310",14,13,10,"14_13_10",296,9.55
"AREA#020141311","020141311",14,13,11,"14_13_11",263,10.14
"AREA#020141312","020141312",14,13,12,"14_13_12",247,9.49
"AREA#020141401","020141401",14,14,1,"14_14_1",462,11.42
"AREA#020141402","020141402",14,14,2,"14_14_2",290,10.86
"AREA#020141403","020141403",14,14,3,"14_14_3",358,11.77
"AREA#020141404","020141404",14,14,4,"14_14_4",196,10.21
"AREA#020141405","020141405",14,14,5,"14_14_5",197,10.26
"AREA#020141406","020141406",14,14,6,"14_14_6",203,9.99
"AREA#020141407","020141407",14,14,7,"14_14_7",211,10.29
"AREA#020141408","020141408",14,14,8,"14_14_8",462,9.77
"AREA#020141409","020141409",14,14,9,"14_14_9",483,11.4
"AREA#020141410","020141410",14,14,10,"14_14_10",351,11.05
"AREA#020141411","020141411",14,14,11,"14_14_11",411,10
"AREA#020141501","020141501",14,15,1,"14_15_1",322,10.07
"AREA#020141502","020141502",14,15,2,"14_15_2",351,9.8
"AREA#020141503","020141503",14,15,3,"14_15_3",351,9.99
"AREA#020141504","020141504",14,15,4,"14_15_4",380,10.74
"AREA#020141505","020141505",14,15,5,"14_15_5",444,10.64
"AREA#020141506","020141506",14,15,6,"14_15_6",441,10.46
"AREA#020141507","020141507",14,15,7,"14_15_7",348,10.66
"AREA#020141508","020141508",14,15,8,"14_15_8",889,10.8
"AREA#020141601","020141601",14,16,1,"14_16_1",591,12.26
"AREA#020141602","020141602",14,16,2,"14_16_2",331,11.6
"AREA#020141603","020141603",14,16,3,"14_16_3",524,12.46
"AREA#020141604","020141604",14,16,4,"14_16_4",397,12.08
"AREA#020141605","020141605",14,16,5,"14_16_5",374,11.05
"AREA#020141606","020141606",14,16,6,"14_16_6",123,11.46
"AREA#020141607","020141607",14,16,7,"14_16_7",324,11.56
"AREA#020141701","020141701",14,17,1,"14_17_1",352,12.22
"AREA#020141702","020141702",14,17,2,"14_17_2",392,11.02
"AREA#020141703","020141703",14,17,3,"14_17_3",339,11.95
"AREA#020141704","020141704",14,17,4,"14_17_4",208,11.24
"AREA#020141705","020141705",14,17,5,"14_17_5",328,11.59
"AREA#020141706","020141706",14,17,6,"14_17_6",274,11.41
"AREA#020141707","020141707",14,17,7,"14_17_7",316,11.03
"AREA#020141708","020141708",14,17,8,"14_17_8",623,11.43
"AREA#020141801","020141801",14,18,1,"14_18_1",358,11.04
"AREA#020141802","020141802",14,18,2,"14_18_2",314,10.95
"AREA#020141803","020141803",14,18,3,"14_18_3",476,11.67
"AREA#020141804","020141804",14,18,4,"14_18_4",391,11.27
"AREA#020141805","020141805",14,18,5,"14_18_5",467,11.44
"AREA#020141806","020141806",14,18,6,"14_18_6",354,10.75
"AREA#020141807","020141807",14,18,7,"14_18_7",282,10.71
"AREA#020141808","020141808",14,18,8,"14_18_8",489,11.4
"AREA#020141901","020141901",14,19,1,"14_19_1",276,10.31
"AREA#020141902","020141902",14,19,2,"14_19_2",529,10.62
"AREA#020141903","020141903",14,19,3,"14_19_3",546,11.13
"AREA#020141904","020141904",14,19,4,"14_19_4",629,11.11
"AREA#020141905","020141905",14,19,5,"14_19_5",653,11.31
"AREA#020142001","020142001",14,20,1,"14_20_1",604,11
"AREA#020142002","020142002",14,20,2,"14_20_2",661,10.89
"AREA#020142003","020142003",14,20,3,"14_20_3",470,10.44
"AREA#020142004","020142004",14,20,4,"14_20_4",374,11.01
"AREA#020142005","020142005",14,20,5,"14_20_5",375,10.48
"AREA#020142006","020142006",14,20,6,"14_20_6",275,10.62
"AREA#020142007","020142007",14,20,7,"14_20_7",168,9.9
"AREA#020142101","020142101",14,21,1,"14_21_1",405,10.29
"AREA#020142102","020142102",14,21,2,"14_21_2",304,9.62
"AREA#020142103","020142103",14,21,3,"14_21_3",147,10.37
"AREA#020142104","020142104",14,21,4,"14_21_4",255,10.65
"AREA#020142105","020142105",14,21,5,"14_21_5",161,10.3
"AREA#020142106","020142106",14,21,6,"14_21_6",247,10.52
"AREA#020142107","020142107",14,21,7,"14_21_7",309,10.34
"AREA#020142108","020142108",14,21,8,"14_21_8",325,9.97
"AREA#020142109","020142109",14,21,9,"14_21_9",266,9.65
"AREA#020142110","020142110",14,21,10,"14_21_10",253,9.43
"AREA#020142111","020142111",14,21,11,"14_21_11",284,9.5
"AREA#020142201","020142201",14,22,1,"14_22_1",369,9.78
"AREA#020142202","020142202",14,22,2,"14_22_2",408,9.6
"AREA#020142203","020142203",14,22,3,"14_22_3",236,10.57
"AREA#020142204","020142204",14,22,4,"14_22_4",242,10.38
"AREA#020142205","020142205",14,22,5,"14_22_5",423,9.55
"AREA#020142206","020142206",14,22,6,"14_22_6",415,9.84
"AREA#020142207","020142207",14,22,7,"14_22_7",324,9.55
"AREA#020142208","020142208",14,22,8,"14_22_8",341,9.49
"AREA#020142209","020142209",14,22,9,"14_22_9",503,10.6
"AREA#020142210","020142210",14,22,10,"14_22_10",336,10.03
"AREA#020142301","020142301",14,23,1,"14_23_1",281,10.45
"AREA#020142302","020142302",14,23,2,"14_23_2",218,10.89
"AREA#020142303","020142303",14,23,3,"14_23_3",243,10.44
"AREA#020142304","020142304",14,23,4,"14_23_4",368,11.18
"AREA#020142305","020142305",14,23,5,"14_23_5",516,10.55
"AREA#020142306","020142306",14,23,6,"14_23_6",212,10.4
"AREA#020142307","020142307",14,23,7,"14_23_7",341,9.9
"AREA#020142308","020142308",14,23,8,"14_23_8",483,9.96
"AREA#020142309","020142309",14,23,9,"14_23_9",492,10.24
"AREA#020142310","020142310",14,23,10,"14_23_10",378,10.44
"AREA#020142311","020142311",14,23,11,"14_23_11",463,9.69
"AREA#020142401","020142401",14,24,1,"14_24_1",302,10.59
"AREA#020142402","020142402",14,24,2,"14_24_2",232,10.48
"AREA#020142403","020142403",14,24,3,"14_24_3",270,11.8
"AREA#020142404","020142404",14,24,4,"14_24_4",210,10.21
"AREA#020142405","020142405",14,24,5,"14_24_5",436,10.44
"AREA#020142406","020142406",14,24,6,"14_24_6",343,9.88
"AREA#020142407","020142407",14,24,7,"14_24_7",331,10.75
"AREA#020142408","020142408",14,24,8,"14_24_8",267,10.28
"AREA#020142409","020142409",14,24,9,"14_24_9",348,10.9
"AREA#020142501","020142501",14,25,1,"14_25_1",386,10.95
"AREA#020142502","020142502",14,25,2,"14_25_2",217,10.49
"AREA#020142503","020142503",14,25,3,"14_25_3",356,10.86
"AREA#020142504","020142504",14,25,4,"14_25_4",286,11.77
"AREA#020142505","020142505",14,25,5,"14_25_5",239,10.36
"AREA#020142506","020142506",14,25,6,"14_25_6",277,11.96
"AREA#020142507","020142507",14,25,7,"14_25_7",373,10.84
"AREA#020142508","020142508",14,25,8,"14_25_8",355,11.08
"AREA#020142509","020142509",14,25,9,"14_25_9",405,10.79
"AREA#020142601","020142601",14,26,1,"14_26_1",526,10.82
"AREA#020142602","020142602",14,26,2,"14_26_2",357,10.87
"AREA#020142603","020142603",14,26,3,"14_26_3",184,10.78
"AREA#020142604","020142604",14,26,4,"14_26_4",850,10.26
"AREA#020142605","020142605",14,26,5,"14_26_5",458,11.31
"AREA#020142606","020142606",14,26,6,"14_26_6",387,11.32
"AREA#020142607","020142607",14,26,7,"14_26_7",532,10.44
"AREA#020142701","020142701",14,27,1,"14_27_1",617,10.73
"AREA#020142702","020142702",14,27,2,"14_27_2",570,10.91
"AREA#020142703","020142703",14,27,3,"14_27_3",284,10.78
"AREA#020142704","020142704",14,27,4,"14_27_4",397,11.71
"AREA#020142705","020142705",14,27,5,"14_27_5",488,11.03
"AREA#020142706","020142706",14,27,6,"14_27_6",212,10.62
"AREA#020142707","020142707",14,27,7,"14_27_7",217,11.43
"AREA#020142801","020142801",14,28,1,"14_28_1",299,10.19
"AREA#020142802","020142802",14,28,2,"14_28_2",266,11.06
"AREA#020142803","020142803",14,28,3,"14_28_3",288,11.59
"AREA#020142804","020142804",14,28,4,"14_28_4",314,10.64
"AREA#020142805","020142805",14,28,5,"14_28_5",228,11.23
"AREA#020142806","020142806",14,28,6,"14_28_6",413,10.14
"AREA#020142807","020142807",14,28,7,"14_28_7",374,11.05
"AREA#020142808","020142808",14,28,8,"14_28_8",302,10.79
"AREA#020142809","020142809",14,28,9,"14_28_9",263,10.27
"AREA#020142810","020142810",14,28,10,"14_28_10",381,10.92
"AREA#020142811","020142811",14,28,11,"14_28_11",393,11.44
"AREA#020142812","020142812",14,28,12,"14_28_12",271,10.76
"AREA#020142901","020142901",14,29,1,"14_29_1",277,11.26
"AREA#020142902","020142902",14,29,2,"14_29_2",281,10.77
"AREA#020142903","020142903",14,29,3,"14_29_3",270,11.45
"AREA#020142904","020142904",14,29,4,"14_29_4",359,11.14
"AREA#020142905","020142905",14,29,5,"14_29_5",280,11.08
"AREA#020142906","020142906",14,29,6,"14_29_6",449,11.68
"AREA#020142907","020142907",14,29,7,"14_29_7",379,11.61
"AREA#020142908","020142908",14,29,8,"14_29_8",268,11.64
"AREA#020142909","020142909",14,29,9,"14_29_9",337,11.03
"AREA#020142910","020142910",14,29,10,"14_29_10",366,11.18
"AREA#020142911","020142911",14,29,11,"14_29_11",281,11.86
"AREA#020143001","020143001",14,30,1,"14_30_1",327,10.89
"AREA#020143002","020143002",14,30,2,"14_30_2",429,11.44
"AREA#020143003","020143003",14,30,3,"14_30_3",407,12.15
"AREA#020143004","020143004",14,30,4,"14_30_4",305,13.1
"AREA#020143005","020143005",14,30,5,"14_30_5",378,11.69
"AREA#020143006","020143006",14,30,6,"14_30_6",233,12.09
"AREA#020143007","020143007",14,30,7,"14_30_7",204,11.33
"AREA#020143008","020143008",14,30,8,"14_30_8",675,11.35
"AREA#020143009","020143009",14,30,9,"14_30_9",579,11.32
"AREA#020143101","020143101",14,31,1,"14_31_1",218,10.89
"AREA#020143102","020143102",14,31,2,"14_31_2",327,11.42
"AREA#020143103","020143103",14,31,3,"14_31_3",279,12.14
"AREA#020143104","020143104",14,31,4,"14_31_4",250,11.43
"AREA#020143105","020143105",14,31,5,"14_31_5",251,11.42
"AREA#020143106","020143106",14,31,6,"14_31_6",407,11.16
"AREA#020143107","020143107",14,31,7,"14_31_7",317,11.85
"AREA#020143108","020143108",14,31,8,"14_31_8",269,12.16
"AREA#020143109","020143109",14,31,9,"14_31_9",225,11.4
"AREA#020143110","020143110",14,31,10,"14_31_10",195,11.43
"AREA#020143111","020143111",14,31,11,"14_31_11",214,11.86
"AREA#020143112","020143112",14,31,12,"14_31_12",260,11.29
"AREA#020150101","020150101",15,1,1,"15_1_1",417,9.71
"AREA#020150102","020150102",15,1,2,"15_1_2",345,8.63
"AREA#020150103","020150103",15,1,3,"15_1_3",269,8.4
"AREA#020150104","020150104",15,1,4,"15_1_4",238,8.69
"AREA#020150105","020150105",15,1,5,"15_1_5",270,8.46
"AREA#020150106","020150106",15,1,6,"15_1_6",257,8.39
"AREA#020150107","020150107",15,1,7,"15_1_7",290,8.26
"AREA#020150108","020150108",15,1,8,"15_1_8",277,8.72
"AREA#020150109","020150109",15,1,9,"15_1_9",343,8.26
"AREA#020150110","020150110",15,1,10,"15_1_10",340,8.71
"AREA#020150111","020150111",15,1,11,"15_1_11",220,8.46
"AREA#020150112","020150112",15,1,12,"15_1_12",283,8.51
"AREA#020150201","020150201",15,2,1,"15_2_1",280,8.17
"AREA#020150202","020150202",15,2,2,"15_2_2",300,8.74
"AREA#020150203","020150203",15,2,3,"15_2_3",292,9
"AREA#020150204","020150204",15,2,4,"15_2_4",208,9.73
"AREA#020150205","020150205",15,2,5,"15_2_5",208,9.21
"AREA#020150206","020150206",15,2,6,"15_2_6",268,8.58
"AREA#020150207","020150207",15,2,7,"15_2_7",279,8.97
"AREA#020150208","020150208",15,2,8,"15_2_8",236,8.27
"AREA#020150209","020150209",15,2,9,"15_2_9",212,8.19
"AREA#020150210","020150210",15,2,10,"15_2_10",233,8.64
"AREA#020150301","020150301",15,3,1,"15_3_1",289,8.84
"AREA#020150302","020150302",15,3,2,"15_3_2",399,9.3
"AREA#020150303","020150303",15,3,3,"15_3_3",382,9.16
"AREA#020150304","020150304",15,3,4,"15_3_4",271,8.77
"AREA#020150305","020150305",15,3,5,"15_3_5",242,8.43
"AREA#020150306","020150306",15,3,6,"15_3_6",273,10.42
"AREA#020150307","020150307",15,3,7,"15_3_7",253,11.12
"AREA#020150308","020150308",15,3,8,"15_3_8",329,10.04
"AREA#020150309","020150309",15,3,9,"15_3_9",349,10.39
"AREA#020150310","020150310",15,3,10,"15_3_10",341,10.07
"AREA#020150311","020150311",15,3,11,"15_3_11",340,8.59
"AREA#020150312","020150312",15,3,12,"15_3_12",412,8.64
"AREA#020150313","020150313",15,3,13,"15_3_13",293,9.63
"AREA#020150401","020150401",15,4,1,"15_4_1",337,8.88
"AREA#020150402","020150402",15,4,2,"15_4_2",256,8.55
"AREA#020150403","020150403",15,4,3,"15_4_3",401,10.57
"AREA#020150404","020150404",15,4,4,"15_4_4",206,8.29
"AREA#020150405","020150405",15,4,5,"15_4_5",230,7.94
"AREA#020150406","020150406",15,4,6,"15_4_6",273,8.85
"AREA#020150407","020150407",15,4,7,"15_4_7",308,8.62
"AREA#020150408","020150408",15,4,8,"15_4_8",298,8.86
"AREA#020150409","020150409",15,4,9,"15_4_9",264,8.69
"AREA#020150410","020150410",15,4,10,"15_4_10",257,9.09
"AREA#020150411","020150411",15,4,11,"15_4_11",296,8.66
"AREA#020150412","020150412",15,4,12,"15_4_12",353,9.18
"AREA#020150413","020150413",15,4,13,"15_4_13",328,8.53
"AREA#020150414","020150414",15,4,14,"15_4_14",318,7.46
"AREA#020150501","020150501",15,5,1,"15_5_1",304,9.18
"AREA#020150502","020150502",15,5,2,"15_5_2",359,9.11
"AREA#020150503","020150503",15,5,3,"15_5_3",278,8.63
"AREA#020150504","020150504",15,5,4,"15_5_4",235,8.6
"AREA#020150505","020150505",15,5,5,"15_5_5",301,9.39
"AREA#020150506","020150506",15,5,6,"15_5_6",283,8.16
"AREA#020150507","020150507",15,5,7,"15_5_7",281,8.31
"AREA#020150508","020150508",15,5,8,"15_5_8",334,7.97
"AREA#020150509","020150509",15,5,9,"15_5_9",259,7.18
"AREA#020150510","020150510",15,5,10,"15_5_10",226,7.2
"AREA#020150511","020150511",15,5,11,"15_5_11",274,7.59
"AREA#020150512","020150512",15,5,12,"15_5_12",273,8.64
"AREA#020150513","020150513",15,5,13,"15_5_13",289,8.45
"AREA#020150514","020150514",15,5,14,"15_5_14",261,8.15
"AREA#020150601","020150601",15,6,1,"15_6_1",291,9.3
"AREA#020150602","020150602",15,6,2,"15_6_2",286,8.92
"AREA#020150603","020150603",15,6,3,"15_6_3",286,9.29
"AREA#020150604","020150604",15,6,4,"15_6_4",251,8.92
"AREA#020150605","020150605",15,6,5,"15_6_5",192,8.58
"AREA#020150606","020150606",15,6,6,"15_6_6",183,9.74
"AREA#020150607","020150607",15,6,7,"15_6_7",256,9.04
"AREA#020150701","020150701",15,7,1,"15_7_1",301,7.57
"AREA#020150702","020150702",15,7,2,"15_7_2",245,6.78
"AREA#020150703","020150703",15,7,3,"15_7_3",230,7.31
"AREA#020150704","020150704",15,7,4,"15_7_4",220,7.86
"AREA#020150705","020150705",15,7,5,"15_7_5",294,7.55
"AREA#020150706","020150706",15,7,6,"15_7_6",325,6.03
"AREA#020150707","020150707",15,7,7,"15_7_7",353,7.52
"AREA#020150708","020150708",15,7,8,"15_7_8",329,7.61
"AREA#020150709","020150709",15,7,9,"15_7_9",283,7.28
"AREA#020150710","020150710",15,7,10,"15_7_10",379,8.11
"AREA#020150711","020150711",15,7,11,"15_7_11",329,7.57
"AREA#020150712","020150712",15,7,12,"15_7_12",348,7.89
"AREA#020150801","020150801",15,8,1,"15_8_1",336,6.84
"AREA#020150802","020150802",15,8,2,"15_8_2",237,7.14
"AREA#020150803","020150803",15,8,3,"15_8_3",373,7.7
"AREA#020150804","020150804",15,8,4,"15_8_4",330,6.91
"AREA#020150805","020150805",15,8,5,"15_8_5",285,8.73
"AREA#020150806","020150806",15,8,6,"15_8_6",260,8.13
"AREA#020150807","020150807",15,8,7,"15_8_7",359,8.52
"AREA#020150808","020150808",15,8,8,"15_8_8",324,7.67
"AREA#020150809","020150809",15,8,9,"15_8_9",434,8.35
"AREA#020150810","020150810",15,8,10,"15_8_10",382,8.78
"AREA#020150901","020150901",15,9,1,"15_9_1",229,9.28
"AREA#020150902","020150902",15,9,2,"15_9_2",215,8.66
"AREA#020150903","020150903",15,9,3,"15_9_3",230,9.84
"AREA#020150904","020150904",15,9,4,"15_9_4",253,6.71
"AREA#020150905","020150905",15,9,5,"15_9_5",249,7.61
"AREA#020150906","020150906",15,9,6,"15_9_6",213,7.01
"AREA#020150907","020150907",15,9,7,"15_9_7",271,6.95
"AREA#020150908","020150908",15,9,8,"15_9_8",737,6.02
"AREA#020151001","020151001",15,10,1,"15_10_1",348,10.66
"AREA#020151002","020151002",15,10,2,"15_10_2",342,8.92
"AREA#020151003","020151003",15,10,3,"15_10_3",410,9.48
"AREA#020151004","020151004",15,10,4,"15_10_4",337,8.88
"AREA#020151005","020151005",15,10,5,"15_10_5",278,9.57
"AREA#020151006","020151006",15,10,6,"15_10_6",216,9.81
"AREA#020151007","020151007",15,10,7,"15_10_7",402,10.15
"AREA#020151008","020151008",15,10,8,"15_10_8",325,8.63
"AREA#020151009","020151009",15,10,9,"15_10_9",297,8.71
"AREA#020151010","020151010",15,10,10,"15_10_10",257,9.53
"AREA#020151011","020151011",15,10,11,"15_10_11",254,9.43
"AREA#020151012","020151012",15,10,12,"15_10_12",338,9.46
"AREA#020151013","020151013",15,10,13,"15_10_13",365,9.53
"AREA#020151101","020151101",15,11,1,"15_11_1",309,8.8
"AREA#020151102","020151102",15,11,2,"15_11_2",358,11.49
"AREA#020151103","020151103",15,11,3,"15_11_3",306,9.45
"AREA#020151104","020151104",15,11,4,"15_11_4",308,8.29
"AREA#020151105","020151105",15,11,5,"15_11_5",245,8.43
"AREA#020151106","020151106",15,11,6,"15_11_6",266,7.9
"AREA#020151107","020151107",15,11,7,"15_11_7",258,7.97
"AREA#020151108","020151108",15,11,8,"15_11_8",277,9.31
"AREA#020151109","020151109",15,11,9,"15_11_9",385,9.32
"AREA#020151110","020151110",15,11,10,"15_11_10",268,8.29
"AREA#020151111","020151111",15,11,11,"15_11_11",532,10.25
"AREA#020151112","020151112",15,11,12,"15_11_12",377,10.1
"AREA#020151113","020151113",15,11,13,"15_11_13",365,7.93
"AREA#020151201","020151201",15,12,1,"15_12_1",278,7.92
"AREA#020151202","020151202",15,12,2,"15_12_2",284,8.81
"AREA#020151203","020151203",15,12,3,"15_12_3",310,9.04
"AREA#020151204","020151204",15,12,4,"15_12_4",324,9.06
"AREA#020151205","020151205",15,12,5,"15_12_5",335,8.77
"AREA#020151206","020151206",15,12,6,"15_12_6",308,9.08
"AREA#020151207","020151207",15,12,7,"15_12_7",237,8.84
"AREA#020151208","020151208",15,12,8,"15_12_8",373,9.24
"AREA#020151209","020151209",15,12,9,"15_12_9",245,9.49
"AREA#020151301","020151301",15,13,1,"15_13_1",304,9.21
"AREA#020151302","020151302",15,13,2,"15_13_2",258,9.19
"AREA#020151303","020151303",15,13,3,"15_13_3",298,9.87
"AREA#020151304","020151304",15,13,4,"15_13_4",263,9.32
"AREA#020151305","020151305",15,13,5,"15_13_5",212,10.36
"AREA#020151306","020151306",15,13,6,"15_13_6",239,9.45
"AREA#020151307","020151307",15,13,7,"15_13_7",292,10.05
"AREA#020151308","020151308",15,13,8,"15_13_8",194,9.08
"AREA#020151309","020151309",15,13,9,"15_13_9",462,9.47
"AREA#020151310","020151310",15,13,10,"15_13_10",297,9.88
"AREA#020151401","020151401",15,14,1,"15_14_1",364,8.88
"AREA#020151402","020151402",15,14,2,"15_14_2",386,9.59
"AREA#020151403","020151403",15,14,3,"15_14_3",303,9.09
"AREA#020151404","020151404",15,14,4,"15_14_4",308,9.21
"AREA#020151405","020151405",15,14,5,"15_14_5",421,9.52
"AREA#020151406","020151406",15,14,6,"15_14_6",286,9.94
"AREA#020151407","020151407",15,14,7,"15_14_7",392,11.63
"AREA#020151408","020151408",15,14,8,"15_14_8",326,8.71
"AREA#020151409","020151409",15,14,9,"15_14_9",347,7.46
"AREA#020151410","020151410",15,14,10,"15_14_10",273,8.67
"AREA#020151411","020151411",15,14,11,"15_14_11",376,8.76
"AREA#020151501","020151501",15,15,1,"15_15_1",293,9.42
"AREA#020151502","020151502",15,15,2,"15_15_2",235,8.33
"AREA#020151503","020151503",15,15,3,"15_15_3",401,9.11
"AREA#020151504","020151504",15,15,4,"15_15_4",353,7.76
"AREA#020151505","020151505",15,15,5,"15_15_5",298,7.12
"AREA#020151506","020151506",15,15,6,"15_15_6",312,6.99
"AREA#020151507","020151507",15,15,7,"15_15_7",362,7.83
"AREA#020151508","020151508",15,15,8,"15_15_8",260,8.77
"AREA#020151509","020151509",15,15,9,"15_15_9",430,9.15
"AREA#020151510","020151510",15,15,10,"15_15_10",413,8.84
"AREA#020151601","020151601",15,16,1,"15_16_1",355,8.41
"AREA#020151602","020151602",15,16,2,"15_16_2",327,8.48
"AREA#020151603","020151603",15,16,3,"15_16_3",388,8.9
"AREA#020151604","020151604",15,16,4,"15_16_4",293,8.68
"AREA#020151605","020151605",15,16,5,"15_16_5",276,9.08
"AREA#020151606","020151606",15,16,6,"15_16_6",309,8.9
"AREA#020151607","020151607",15,16,7,"15_16_7",316,9.28
"AREA#020151608","020151608",15,16,8,"15_16_8",355,9.78
"AREA#020151609","020151609",15,16,9,"15_16_9",307,9.62
"AREA#020151610","020151610",15,16,10,"15_16_10",337,9.04
"AREA#020151611","020151611",15,16,11,"15_16_11",307,8.87
"AREA#020151701","020151701",15,17,1,"15_17_1",323,9.31
"AREA#020151702","020151702",15,17,2,"15_17_2",271,10.19
"AREA#020151703","020151703",15,17,3,"15_17_3",368,9.45
"AREA#020151704","020151704",15,17,4,"15_17_4",409,9.45
"AREA#020151705","020151705",15,17,5,"15_17_5",350,9.53
"AREA#020151706","020151706",15,17,6,"15_17_6",308,9.43
"AREA#020151707","020151707",15,17,7,"15_17_7",333,9.5
"AREA#020151708","020151708",15,17,8,"15_17_8",270,10.47
"AREA#020151709","020151709",15,17,9,"15_17_9",266,9.71
"AREA#020151710","020151710",15,17,10,"15_17_10",343,10.01
"AREA#020151711","020151711",15,17,11,"15_17_11",356,9.68
"AREA#020151712","020151712",15,17,12,"15_17_12",302,10.53
"AREA#020151801","020151801",15,18,1,"15_18_1",257,9.08
"AREA#020151802","020151802",15,18,2,"15_18_2",213,9.4
"AREA#020151803","020151803",15,18,3,"15_18_3",311,9.46
"AREA#020151804","020151804",15,18,4,"15_18_4",209,9.51
"AREA#020151805","020151805",15,18,5,"15_18_5",215,9.56
"AREA#020151806","020151806",15,18,6,"15_18_6",210,10.16
"AREA#020151807","020151807",15,18,7,"15_18_7",316,10.26
"AREA#020151808","020151808",15,18,8,"15_18_8",219,9.66
"AREA#020151809","020151809",15,18,9,"15_18_9",222,9.42
"AREA#020151810","020151810",15,18,10,"15_18_10",240,9.58
"AREA#020151811","020151811",15,18,11,"15_18_11",295,9.79
